Month;Age;Occupation;Annual_Income;Monthly_Inhand_Salary;Num_Bank_Accounts;Num_Credit_Card;Interest_Rate;NumofLoan;Type_of_Loan;Delay_from_due_date;NumofDelayedPayment;ChangedCreditLimit;Num_Credit_Inquiries;CreditMix;Outstanding_Debt;Credit_Utilization_Ratio;Credit_History_Age;Payment_of_Min_Amount;Total_EMI_per_month;Amount_invested_monthly;Monthly_Balance;Credit_Score
May;19;Mechanic;34106.78;2767.231667;8;5;17;0;;8;10;10.06;0;Standard;996.54;25.34390218;32 Years and 3 Months;Yes;0;338.0036515;228.7195152;Standard
June;19;Mechanic;34106.78;2767.231667;8;5;17;0;;8;10;7.06;0;Standard;996.54;39.49437697;32 Years and 4 Months;Yes;0;118.6743753;448.0487914;Standard
July;19;Mechanic;34106.78;2767.231667;8;5;17;0;;11;10;10.06;0;;996.54;33.75123504;32 Years and 5 Months;Yes;0;129.3468292;407.3763374;Good
August;19;Mechanic;34106.78;;8;5;17;0;;8;10;10.06;0;Standard;996.54;30.45487937;32 Years and 6 Months;Yes;0;77.87534432;448.8478223;Good
January;24;Teacher;129067.59;10795.6325;1;3;1;4;Student Loan, Auto Loan, Auto Loan, and Payday Loan;9;5;1.54;0;Good;137.15;24.49869173;26 Years and 7 Months;No;389.3056725;215.2174879;715.0400896;Good
February;24;Teacher;16367214;10795.6325;1;3;1;4;Student Loan, Auto Loan, Auto Loan, and Payday Loan;9;7;4.54;;Good;137.15;30.7290606;26 Years and 8 Months;No;389.3056725;511.2114299;459.0461476;Standard
March;24;Teacher;129067.59;10795.6325;1;3;1;4;Student Loan, Auto Loan, Auto Loan, and Payday Loan;9;5;4.54;0;;137.15;33.01978996;26 Years and 9 Months;No;389.3056725;126.2690074;803.9885701;Good
April;25;Teacher;129067.59;10795.6325;1;3;1;4;Student Loan, Auto Loan, Auto Loan, and Payday Loan;9;5;4.54;0;Good;137.15;33.1858694;NA;No;389.3056725;10000;404.8901992;Good
May;25;Teacher;129067.59;;1;3;1;4;Student Loan, Auto Loan, Auto Loan, and Payday Loan;9;6;4.54;0;Good;137.15;32.67772557;26 Years and 11 Months;NM;389.3056725;112.014526;818.2430515;Good
June;25;Teacher;129067.59;;1;3;1;-100;Student Loan, Auto Loan, Auto Loan, and Payday Loan;9;5;4.54;0;Good;137.15;28.43760665;27 Years and 0 Months;No;389.3056725;264.7400106;665.517567;Good
July;25;Teacher;129067.59;10795.6325;1;3;1;4;Student Loan, Auto Loan, Auto Loan, and Payday Loan;9;5;4.54;0;Good;137.15;25.15446984;27 Years and 1 Months;No;389.3056725;717.8975299;232.3600477;Good
August;25;Teacher;129067.59;10795.6325;1;3;1;4;Student Loan, Auto Loan, Auto Loan, and Payday Loan;7;5;4.54;0;Good;137.15;39.45112324;NA;No;389.3056725;249.3614828;680.8960947;Good
January;34;Architect;17001.34;1214.778333;6;5;5;1;Home Equity Loan;11;20;5.62;0;Standard;1093.87;31.55554039;NA;No;10.53555561;97.55551351;293.3867642;Standard
February;34;Architect;17001.34;1214.778333;6;5;5;1;Home Equity Loan;10;;5.62;0;Standard;1093.87;23.06986827;17 Years and 3 Months;No;10.53555561;10000;333.598142;Standard
March;34;Architect;17001.34;1214.778333;6;5;5;1;Home Equity Loan;11;20;5.62;0;Standard;1093.87;25.89483416;17 Years and 4 Months;No;10.53555561;120.9712196;269.9710581;Standard
April;34;Architect;17001.34;1214.778333;6;5;5;1;Home Equity Loan;10;18;12.62;0;Standard;1093.87;28.63344077;17 Years and 5 Months;NM;10.53555561;51.9051847;349.037093;Poor
May;34;Architect;17001.34;1214.778333;6;5;5;1;Home Equity Loan;10;20;5.62;0;;1093.87;25.68102673;17 Years and 6 Months;No;12371;;243.5030775;Poor
June;34;Architect;17001.34;1214.778333;6;5;5;1;Home Equity Loan;7;20;5.62;0;;1093.87;36.06466979;17 Years and 7 Months;No;10.53555561;51.24574815;349.6965296;Standard
July;34;Architect;17001.34;1214.778333;6;5;5;1;Home Equity Loan;10;21;5.62;2;Standard;1093.87;25.35934049;17 Years and 8 Months;No;10.53555561;50.59241299;310.3498647;Standard
August;34;Architect;17001.34;1214.778333;6;5;5;1;Home Equity Loan;5;20;5.62;2;Standard;1093.87;35.03187222;17 Years and 9 Months;No;10.53555561;99.29445779;301.6478199;Standard
January;21;Accountant;44719.17;3969.5975;6;6;29;7;Payday Loan, Auto Loan, Credit-Builder Loan, Debt Consolidation Loan, Credit-Builder Loan, Auto Loan, and Personal Loan;41;19;23.21;11;Bad;3818.57;30.98237348;12 Years and 11 Months;Yes;248.5998859;130.2512251;268.1086391;Poor
February;21;Accountant;44719.17;3969.5975;6;6;29;7;Payday Loan, Auto Loan, Credit-Builder Loan, Debt Consolidation Loan, Credit-Builder Loan, Auto Loan, and Personal Loan;39;20;29.21;11;Bad;3818.57;30.86937294;13 Years and 0 Months;NM;248.5998859;167.656053;240.7038111;Poor
March;21;Accountant;44719.17;3969.5975;6;6;29;7;Payday Loan, Auto Loan, Credit-Builder Loan, Debt Consolidation Loan, Credit-Builder Loan, Auto Loan, and Personal Loan;47;21;23.21;11;Bad;3818.57;27.97975079;13 Years and 1 Months;NM;248.5998859;;289.8878581;Poor
April;21;Accountant;44719.17;3969.5975;6;6;29;7;Payday Loan, Auto Loan, Credit-Builder Loan, Debt Consolidation Loan, Credit-Builder Loan, Auto Loan, and Personal Loan;47;20;23.21;11;Bad;3818.57;30.73768432;13 Years and 2 Months;Yes;248.5998859;316.1728449;102.1870192;Poor
May;21;Accountant;44719.17;3969.5975;6;6;29;7;Payday Loan, Auto Loan, Credit-Builder Loan, Debt Consolidation Loan, Credit-Builder Loan, Auto Loan, and Personal Loan;44;19;23.21;11;;3818.57;27.73718317;NA;Yes;248.5998859;312.0946329;106.2652312;Poor
June;21;_______;44719.17;3969.5975;6;6;29;7;Payday Loan, Auto Loan, Credit-Builder Loan, Debt Consolidation Loan, Credit-Builder Loan, Auto Loan, and Personal Loan;46;20;23.21;11;;3818.57;35.53327204;13 Years and 4 Months;Yes;248.5998859;116.463927;281.8959372;Poor
July;21;_______;44719.17;3969.5975;6;6;29;7;Payday Loan, Auto Loan, Credit-Builder Loan, Debt Consolidation Loan, Credit-Builder Loan, Auto Loan, and Personal Loan;42;19;28.21;11;;3818.57;37.25127282;13 Years and 5 Months;Yes;248.5998859;446.4100914;;Poor
August;21;Accountant;44719.17;3969.5975;6;6;29;7;Payday Loan, Auto Loan, Credit-Builder Loan, Debt Consolidation Loan, Credit-Builder Loan, Auto Loan, and Personal Loan;46;19;23.21;14;Bad;3818.57;29.38080624;13 Years and 6 Months;Yes;248.5998859;115.7644921;282.5953721;Poor
January;47;Accountant;17787.34;1242.278333;8;4;16;2;Student Loan, and Auto Loan;0;15;5.65;0;Standard;730.9;26.99358623;29 Years and 9 Months;No;20.06363388;42.29858803;321.8656114;Standard
February;47;Accountant;17787.34;1242.278333;8;4;16;2;Student Loan, and Auto Loan;5;15;5.65;0;Standard;730.9;36.33219149;NA;No;20.06363388;54.89407316;329.2701263;Standard
March;47;Accountant;17787.34;1242.278333;8;4;16;2;Student Loan, and Auto Loan;2;15;5.65;0;Standard;730.9;26.31431009;29 Years and 11 Months;No;21524;98.42059162;295.7436078;Standard
April;47;Accountant;17787.34;1242.278333;8;4;16;2;Student Loan, and Auto Loan;6;183;5.65;0;Standard;730.9;34.9030915;30 Years and 0 Months;NM;20.06363388;28.51604362;325.6481558;Standard
May;47;Accountant;17787.34;1242.278333;8;4;16;2;Student Loan, and Auto Loan;5;16;5.65;0;Standard;730.9;32.53512768;NA;No;20.06363388;157.5524722;236.6117273;Standard
June;47;Accountant;17787.34;1242.278333;8;4;16;2;Student Loan, and Auto Loan;7;16;5.65;0;Standard;730.9;33.68265491;30 Years and 2 Months;No;20.06363388;119.1483872;265.0158122;Standard
July;47;_______;17787.34;1242.278333;8;4;16;2;Student Loan, and Auto Loan;5;17;5.65;;;730.9;25.16516575;30 Years and 3 Months;No;20.06363388;89.98634737;294.1778521;Standard
August;48;Accountant;17787.34;;8;4;16;2;Student Loan, and Auto Loan;5;15;5.65;0;Standard;730.9;29.99815125;30 Years and 4 Months;No;20.06363388;31.71381628;342.4503832;Standard
January;50;Teacher;103353.06;8527.755;3;3;6;1;Student Loan;4;9;3.11;2;Good;1374.56;32.6855216;25 Years and 7 Months;No;64.00168567;;857.8262026;Good
February;456;_______;103353.06;8527.755;3;3;6;1;Student Loan;4;9;8.11;2;;1374.56;40.54255171;25 Years and 8 Months;No;64.00168567;326.4827489;742.2910654;Good
March;41;Teacher;103353.06;8527.755;3;3;6;1;Student Loan;4;7;3.11;2;Good;1374.56;33.9918544;25 Years and 9 Months;No;64.00168567;173.1808384;855.592976;Standard
April;42;Teacher;103353.06;8527.755;3;3;6;1;Student Loan;4;9;3.11;2;Good;1374.56;23.17084458;25 Years and 10 Months;No;64.00168567;1043.873612;34.90020276;Good
May;42;Teacher;103353.06;8527.755;3;3;6;1;Student Loan;4;9;3.11;2;;1374.56;38.76615976;25 Years and 11 Months;No;64.00168567;165.4483707;863.3254437;Good
June;42;Teacher;103353.06;8527.755;3;3;6;1;Student Loan;4;6;3.11;2;;1374.56;28.65012699;26 Years and 0 Months;No;64.00168567;124.2894824;904.4843319;Good
July;5717;Teacher;103353.06;8527.755;3;3;6;1;Student Loan;2;9;3.11;2;Good;1374.56;32.9988309;26 Years and 1 Months;No;64.00168567;1038.70094;40.07287397;Good
August;42;Teacher;103353.06;8527.755;3;3;6;1;Student Loan;4;12;3.11;2;Good;1374.56;41.83706533;26 Years and 2 Months;No;64.00168567;67.10576785;961.6680465;Good
January;38;Journalist;31021.24;2756.103333;7;7;11;4;Auto Loan, Auto Loan, Auto Loan, and Personal Loan;16;21;18.21;4;Standard;852.81;31.19439865;32 Years and 10 Months;No;90.75917846;68.51358027;366.3375746;Standard
February;38;Journalist;31021.24;2756.103333;7;809;11;4;Auto Loan, Auto Loan, Auto Loan, and Personal Loan;13;17;11.21;4;Standard;852.81;33.89457499;32 Years and 11 Months;No;90.75917846;58.53848336;376.3126715;Standard
March;38;Journalist;31021.24;2756.103333;7;7;11;4;Auto Loan, Auto Loan, Auto Loan, and Personal Loan;21;20;11.21;7;Standard;852.81;32.86658163;33 Years and 0 Months;No;90.75917846;136.9906689;317.860486;Standard
April;38;Journalist;31021.24;;7;7;11;4;Auto Loan, Auto Loan, Auto Loan, and Personal Loan;17;;9.21;7;Standard;852.81;29.50861953;33 Years and 1 Months;No;90.75917846;10000;364.7327151;Standard
May;38;Journalist;31021.24;2756.103333;7;7;11;4;Auto Loan, Auto Loan, Auto Loan, and Personal Loan;16;20;5.21;7;Standard;852.81;34.13944939;33 Years and 2 Months;NM;90.75917846;153.4035982;291.4475567;Standard
June;38;Journalist;31021.24;2756.103333;7;7;11;4;Auto Loan, Auto Loan, Auto Loan, and Personal Loan;20;20;11.21;7;Standard;852.81;37.17152644;33 Years and 3 Months;No;90.75917846;56.97757259;367.8735823;Standard
July;38;Journalist;31021.24;2756.103333;7;7;11;4;Auto Loan, Auto Loan, Auto Loan, and Personal Loan;16;20;11.21;7;Standard;852.81;38.0802416;33 Years and 4 Months;No;90.75917846;81.08806113;373.7630937;Standard
August;38;Journalist;31021.24;2756.103333;7;7;11;4;Auto Loan, Auto Loan, Auto Loan, and Personal Loan;16;21;15.21;7;;852.81;38.93241252;NA;No;90.75917846;343.8465066;131.0046483;Standard
January;36;Journalist;134978.24;11059.18667;8;5;15;2;Mortgage Loan, and Mortgage Loan;9;16;9.89;3;;668.14;36.59328467;26 Years and 2 Months;NM;145.1118234;834.1444379;406.6624054;Standard
February;36;Journalist;134978.24;11059.18667;8;5;15;2;Mortgage Loan, and Mortgage Loan;12;16;9.89;3;Standard;668.14;46.19423785;26 Years and 3 Months;Yes;145.1118234;129.5214491;1081.285394;Standard
March;36;Journalist;134978.24;10541.52075;8;5;15;2;Mortgage Loan, and Mortgage Loan;9;14;9.89;3;Standard;668.14;24.85673514;26 Years and 4 Months;Yes;662.7777405;;550.8319048;Standard
April;36;Journalist;134978.24;;8;5;15;2;Mortgage Loan, and Mortgage Loan;9;17;9.89;3;Standard;668.14;31.93375623;26 Years and 5 Months;Yes;662.7777405;;1103.544143;Good
May;36;Journalist;134978.24;10541.52075;8;5;15;2;Mortgage Loan, and Mortgage Loan;9;16;9.89;3;Standard;668.14;41.61797405;26 Years and 6 Months;Yes;662.7777405;148.8875069;1061.919336;Good
June;36;Journalist;134978.24;10541.52075;8;5;15;2;Mortgage Loan, and Mortgage Loan;9;16;9.89;5;Standard;668.14;36.16238357;26 Years and 7 Months;Yes;662.7777405;663.6269365;577.1799068;Good
July;37;Journalist;134978.24;10541.52075;8;5;15;2;Mortgage Loan, and Mortgage Loan;9;16;6.89;5;Standard;668.14;38.75069359;26 Years and 8 Months;Yes;662.7777405;780.4179941;470.3888491;Good
August;37;Journalist;134978.24;10541.52075;8;5;15;2;Mortgage Loan, and Mortgage Loan;9;15;16.89;5;Standard;668.14;39.14219982;26 Years and 9 Months;Yes;662.7777405;;667.8676;Good
January;28;Writer;39800.12;3047.676667;7;5;12;3;Personal Loan, Payday Loan, and Auto Loan;17;18;18.53;4;;660.69;24.79435667;17 Years and 9 Months;Yes;58.48765734;404.2182245;132.0617849;Standard
February;28;Writer;39800.12;3047.676667;7;5;12;3;Personal Loan, Payday Loan, and Auto Loan;17;;;4;Standard;660.69;26.01921032;17 Years and 10 Months;Yes;58.48765734;169.8630826;356.4169267;Standard
March;28;Writer;39800.12;3047.676667;7;5;12;3;Personal Loan, Payday Loan, and Auto Loan;17;18;18.53;4;Standard;660.69;29.72470803;17 Years and 11 Months;Yes;58.48765734;410.2436031;126.0364062;Standard
April;28;Writer;39800.12;3047.676667;7;5;12;3;Personal Loan, Payday Loan, and Auto Loan;17;18;18.53;4;Standard;660.69;41.20335336;18 Years and 0 Months;Yes;58.48765734;33.79278212;462.4872272;Good
May;28;Writer;39800.12;3047.676667;7;5;12;3;Personal Loan, Payday Loan, and Auto Loan;17;20;18.53;4;Standard;660.69;32.66871615;18 Years and 1 Months;Yes;58.48765734;42.10063083;444.1793785;Standard
June;28;Writer;39800.12;3047.676667;7;5;12;3;Personal Loan, Payday Loan, and Auto Loan;17;18;18.53;4;Standard;660.69;26.02052332;18 Years and 2 Months;Yes;58.48765734;121.0441224;375.2358869;Standard
July;28;Writer;39800.12;3047.676667;7;5;12;3;Personal Loan, Payday Loan, and Auto Loan;17;18;16.53;4;;660.69;38.14533078;18 Years and 3 Months;Yes;58.48765734;42.29423786;453.9857715;Standard
August;28;Writer;39800.12;3047.676667;7;5;12;3;Personal Loan, Payday Loan, and Auto Loan;17;20;11.53;4;Standard;660.69;28.62288043;18 Years and 4 Months;Yes;58.48765734;274.4562487;251.8237606;Standard
January;17;Manager;14841.35;1437.779167;6;5;17;7;Mortgage Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, Mortgage Loan, and Student Loan;60;16;27.64;6;Bad;3865.15;39.02987341;NA;Yes;71.54474307;110.7777796;251.455394;Standard
February;17;Manager;14841.35;1437.779167;6;5;17;7;Mortgage Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, Mortgage Loan, and Student Loan;60;16;27.64;6;Bad;3865.15;30.47438664;7 Years and 6 Months;Yes;71.54474307;82.88833259;279.344841;Standard
March;17;Manager;14841.35;1437.779167;6;5;17;7;Mortgage Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, Mortgage Loan, and Student Loan;64;14;32.64;6;Bad;3865.15;23.94861058;7 Years and 7 Months;Yes;71.54474307;171.0862578;191.1469158;Standard
April;17;Manager;14841.35;1437.779167;6;5;17;7;Mortgage Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, Mortgage Loan, and Student Loan;60;;27.64;6;Bad;3865.15;32.05285841;7 Years and 8 Months;Yes;71.54474307;91.84978305;270.3833905;Standard
May;17;Manager;14841.35;1437.779167;6;5;17;7;Mortgage Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, Mortgage Loan, and Student Loan;60;16;27.64;6;Bad;3865.15;22.86545917;7 Years and 9 Months;Yes;61490;60.9873781;291.2457955;Standard
June;17;Manager;14841.35;1437.779167;6;5;17;7;Mortgage Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, Mortgage Loan, and Student Loan;60;16;20.64;6;Bad;3865.15;22.81838316;7 Years and 10 Months;Yes;71.54474307;112.7638199;249.4693537;Standard
July;17;Manager;14841.35;;6;5;17;-100;Mortgage Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, Mortgage Loan, and Student Loan;60;16;27.64;6;;3865.15;24.59711329;NA;Yes;71.54474307;28.82234687;293.4108267;Good
August;17;Manager;14841.35;1437.779167;6;5;17;7;Mortgage Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, Mortgage Loan, and Student Loan;60;14;28.64;6;Bad;3865.15;37.15219502;8 Years and 0 Months;NM;71.54474307;96.59041285;245.6427607;Good
January;21;Architect;66105.4;5653.783333;6;8;31;5;Mortgage Loan, Auto Loan, Not Specified, Student Loan, and Payday Loan;26;22;5.52;9;;1549.56;30.11104031;11 Years and 2 Months;Yes;214.0721231;180.1468487;431.1593616;Standard
February;21;Architect;66105.4;5653.783333;6;8;31;5;Mortgage Loan, Auto Loan, Not Specified, Student Loan, and Payday Loan;26;22;5.52;9;;1549.56;29.32779915;11 Years and 3 Months;Yes;214.0721231;449.1873822;192.1188281;Poor
March;21;Architect;66105.4;5653.783333;6;8;31;5;Mortgage Loan, Auto Loan, Not Specified, Student Loan, and Payday Loan;26;;-1.48;9;Bad;1549.56;33.89863232;11 Years and 4 Months;Yes;214.0721231;291.4013793;339.904831;Poor
April;21;Architect;66105.4;;6;8;31;5;Mortgage Loan, Auto Loan, Not Specified, Student Loan, and Payday Loan;26;23;5.52;9;Bad;1549.56;28.07920302;11 Years and 5 Months;Yes;214.0721231;169.8398152;441.4663951;Poor
May;21;Architect;66105.4;5653.783333;6;8;31;5;Mortgage Loan, Auto Loan, Not Specified, Student Loan, and Payday Loan;23;22;5.52;9;Bad;1549.56;31.75671187;11 Years and 6 Months;Yes;214.0721231;732.6818427;;Poor
June;21;_______;66105.4;;6;8;31;5;Mortgage Loan, Auto Loan, Not Specified, Student Loan, and Payday Loan;26;19;0.52;9;Bad;1549.56;37.13217623;11 Years and 7 Months;Yes;214.0721231;116.0659862;495.2402241;Standard
July;22;_______;66105.4;5653.783333;6;8;31;5;Mortgage Loan, Auto Loan, Not Specified, Student Loan, and Payday Loan;26;22;10.52;12;Bad;1549.56;38.64822202;11 Years and 8 Months;NM;214.0721231;274.5726741;366.7335361;Poor
August;22;Architect;66105.4;5653.783333;6;8;31;5;Mortgage Loan, Auto Loan, Not Specified, Student Loan, and Payday Loan;26;22;5.52;12;Bad;1549.56;24.71419199;11 Years and 9 Months;Yes;214.0721231;;474.0764973;Poor
January;28;Mechanic;15398.95;1548.245833;1;7;5;4;Student Loan, Mortgage Loan, Not Specified, and Not Specified;1;2;11.41;3;;343.84;36.74315458;28 Years and 3 Months;No;34.81396986;81.67810682;298.3325067;Standard
February;28;Mechanic;15398.95;1548.245833;1;7;5;4;Student Loan, Mortgage Loan, Not Specified, and Not Specified;1;0;8.41;3;Good;343.84;39.06640765;28 Years and 4 Months;No;34.81396986;74.65272755;315.3578859;Standard
March;28;Mechanic;15398.95;;1;7;5;4;Student Loan, Mortgage Loan, Not Specified, and Not Specified;1;-1;8.41;3;Good;343.84;33.49444239;28 Years and 5 Months;NM;34.81396986;47.60747045;322.403143;Standard
April;28;Mechanic;15398.95;1548.245833;1;7;5;4;Student Loan, Mortgage Loan, Not Specified, and Not Specified;1;0;8.41;8;Good;343.84;37.71613993;28 Years and 6 Months;No;34.81396986;10000;299.8695003;Standard
May;28;Mechanic;15398.95;;1;7;5;4;Student Loan, Mortgage Loan, Not Specified, and Not Specified;-1;0;8.41;8;Good;343.84;30.97302503;28 Years and 7 Months;NM;34.81396986;123.4168433;286.5937702;Standard
June;28;Mechanic;15398.95;1548.245833;1;7;5;4;Student Loan, Mortgage Loan, Not Specified, and Not Specified;1;0;8.41;8;Good;343.84;41.23900243;28 Years and 8 Months;No;34.81396986;107.9849309;282.0256825;Standard
July;50;_______;15398.95;1548.245833;1;932;5;4;Student Loan, Mortgage Loan, Not Specified, and Not Specified;1;0;8.41;8;Good;343.84;26.45254706;28 Years and 9 Months;NM;34.81396986;197.9426124;212.0680011;Standard
August;28;Mechanic;15398.95;1548.245833;1;7;5;4;Student Loan, Mortgage Loan, Not Specified, and Not Specified;1;1;8.41;8;Good;343.84;28.13568776;28 Years and 10 Months;No;34.81396986;95.38656229;294.6240512;Standard
January;18;Developer;27070.07;2518.839167;7;3;11;4;Home Equity Loan, Credit-Builder Loan, Student Loan, and Personal Loan;12;15;5.68;1;Standard;919.76;28.55585041;29 Years and 2 Months;No;73.23331848;76.31458795;362.3360102;Standard
February;18;Developer;27070.07;2518.839167;7;3;11;4;Home Equity Loan, Credit-Builder Loan, Student Loan, and Personal Loan;12;15;5.68;6;Standard;919.76;34.06157477;29 Years and 3 Months;NM;73.23331848;314.0875747;154.5630235;Standard
March;18;Developer;27070.07;2518.839167;7;3;11;4;Home Equity Loan, Credit-Builder Loan, Student Loan, and Personal Loan;17;1106;5.68;6;Standard;919.76;29.8306522;29 Years and 4 Months;No;73.23331848;104.1811039;324.4694943;Standard
April;18;Developer;27070.07;2518.839167;7;3;11;4;Home Equity Loan, Credit-Builder Loan, Student Loan, and Personal Loan;12;18;5.68;6;Standard;919.76;40.44063791;29 Years and 5 Months;No;73.23331848;231.0897388;227.5608594;Standard
May;18;Developer;27070.07;2518.839167;7;3;11;4;Home Equity Loan, Credit-Builder Loan, Student Loan, and Personal Loan;12;17;7.68;6;;919.76;24.73337424;29 Years and 6 Months;No;73.23331848;58.00991024;380.6406879;Standard
June;18;Developer;27070.07;;7;3;11;4;Home Equity Loan, Credit-Builder Loan, Student Loan, and Personal Loan;9;15;5.68;6;Standard;919.76;36.39840658;29 Years and 7 Months;No;73.23331848;17.68883577;400.9617624;Standard
